//Heading
System ID:	ABSS07021
User name:	karols1
Run number:	KIH11003

HalfTime:	20.3
Tube length:	
Pump speed:	
DeadTimeSingles:	2.0E-6
DeadTimeCoincidents:	2.0E-6
DiscriminatorSingles:	115
DiscriminatorCoincidents:	230
EffectivitySingles:	0.8090312936807411
EffectivityCoincidents:	0.561374808926122
//Data
Absolute time	Time after start [s]	Singles [cnt]	Coincidents [cnt]	Singles count rate [kBq/ml]	Coincidents count rate [kBq/ml]	Singles count rate DTC [kBq/ml]	Coincidents count rate DTC [kBq/ml]	Singles DTC&decay [kBq/ml]	Coincidents DTC&decay [kBq/ml]
2013-06-19 10:05:26	166.0	596	161	20.843878719294423	8.114664230053094	20.874634716963453	8.119321406419573	22.94277579889609	8.923737981162589
2013-06-19 10:05:27	167.0	661	174	23.11712052592888	8.769885565398996	23.154956952443193	8.77532544835682	25.463506312709292	9.650225453204094
2013-06-19 10:05:28	168.0	557	141	19.47993363531375	7.106631406444014	19.506793619917957	7.110203132947608	21.463832371126077	7.823541436067379
2013-06-19 10:05:29	169.0	629	151	21.9979860980473	7.610647818248554	22.03224505006742	7.614744284169814	24.2564523530125	8.38347074887741
2013-06-19 10:05:30	170.0	650	180	22.73241806634459	9.072295412481719	22.76900466849489	9.078117052653296	25.081859282478796	10.000263857804049
2013-06-19 10:05:31	171.0	649	151	22.69744511547329	7.610647818248554	22.733919139746366	7.614744284169814	25.05746560288726	8.39301801869153
2013-06-19 10:05:32	172.0	614	157	21.47339183497781	7.913057665331278	21.50603508535774	7.917486240750169	23.717577750549705	8.731669727059593
2013-06-19 10:05:33	173.0	576	133	20.144419701868436	6.703418277000382	20.173144749877554	6.706596108524885	22.260285945886466	7.400469730939671
2013-06-19 10:05:34	174.0	623	157	21.788148392819505	7.913057665331278	21.821756373937543	7.917486240750169	24.093172382409115	8.741613533068954
2013-06-19 10:05:35	175.0	623	146	21.788148392819505	7.358639612346285	21.821756373937543	7.362469212420678	24.106887380202885	8.13345237214792
2013-06-19 10:05:36	176.0	564	157	19.724744291412843	7.913057665331278	19.75228411175365	7.917486240750169	21.833125490149172	8.751568663290184
2013-06-19 10:05:37	177.0	563	134	19.68977134054154	6.753819918180837	19.717213520587723	6.757045727793691	21.80676672474789	7.473131017250314
2013-06-19 10:05:38	178.0	564	156	19.724744291412843	7.862656024150823	19.75228411175365	7.867028348675827	21.85798950484951	8.705698141380322
2013-06-19 10:05:39	179.0	564	141	19.724744291412843	7.106631406444014	19.75228411175365	7.110203132947608	21.870432128555386	7.872670024366443
2013-06-19 10:05:40	180.0	573	151	20.039500849254534	7.610647818248554	20.067927246111715	7.614744284169814	22.232572097462718	8.436115460521691
2013-06-19 10:05:41	181.0	594	169	20.77393281755182	8.517877359496726	20.804482594198237	8.523009005944347	23.061697007813148	9.447726008084658
2013-06-19 10:05:42	182.0	539	151	18.850420519630354	7.610647818248554	18.87557142065285	7.614744284169814	20.935416313006492	8.44572268322184
2013-06-19 10:05:43	183.0	528	137	18.465718060046065	6.905024841722199	18.48985221170134	6.908396743484829	20.519278430537447	7.666654912388821
2013-06-19 10:05:44	184.0	490	128	17.136745926936687	6.451410071098112	17.15752927465203	6.454353406719603	19.051560064618972	7.166853667448598
2013-06-19 10:05:45	185.0	532	139	18.60560986353126	7.005828124083106	18.63011131185674	7.009299218887981	20.69847725837217	7.787490801890399
