//Heading
System ID:	ABSS07021
User name:	karols1
Run number:	KIH11003

HalfTime:	20.3
Tube length:	
Pump speed:	
DeadTimeSingles:	2.0E-6
DeadTimeCoincidents:	2.0E-6
DiscriminatorSingles:	115
DiscriminatorCoincidents:	230
EffectivitySingles:	0.8090312936807411
EffectivityCoincidents:	0.561374808926122
//Data
Absolute time	Time after start [s]	Singles [cnt]	Coincidents [cnt]	Singles count rate [kBq/ml]	Coincidents count rate [kBq/ml]	Singles count rate DTC [kBq/ml]	Coincidents count rate DTC [kBq/ml]	Singles DTC&decay [kBq/ml]	Coincidents DTC&decay [kBq/ml]
2013-05-24 10:06:58	0.0	7	5	0.24481065609909555	0.25200820590226997	0.244814892534104	0.252012695107897	0.244814892534104	0.252012695107897
2013-05-24 10:06:59	1.0	13	6	0.45464836132689174	0.30240984708272395	0.45466297292150903	0.30241631156185816	0.4549217890529653	0.3025884615377948
2013-05-24 10:07:00	2.0	8	3	0.27978360697039495	0.15120492354136197	0.2797891402869422	0.15120653964387218	0.28010776994444264	0.1513787367773604
2013-05-24 10:07:01	3.0	5	3	0.17486475435649682	0.15120492354136197	0.17486691579224295	0.15120653964387218	0.17516571390979208	0.1514649088682736
2013-05-24 10:07:02	4.0	6	4	0.20983770522779618	0.201606564721816	0.2098408177029651	0.20160943780318122	0.21031903197132049	0.20206889326493538
2013-05-24 10:07:03	5.0	7	5	0.24481065609909555	0.25200820590226997	0.244814892534104	0.252012695107897	0.24551248861884484	0.2527308012148928
2013-05-24 10:07:04	6.0	17	8	0.5945401648120892	0.403213129443632	0.5945651517505641	0.40322462193287156	0.5965987751874056	0.4046037929775584
2013-05-24 10:07:05	7.0	14	8	0.4896213121981911	0.403213129443632	0.48963825823147505	0.40322462193287156	0.49159267361785425	0.40483411300515615
2013-05-24 10:07:06	8.0	9	4	0.3147565578416943	0.201606564721816	0.31476356096276215	0.20160943780318122	0.31619984915108734	0.202529395797321
2013-05-24 10:07:07	9.0	6	2	0.20983770522779618	0.100803282360908	0.2098408177029651	0.10080400062613135	0.21091833265818224	0.10132162069361565
2013-05-24 10:07:08	10.0	9	2	0.3147565578416943	0.100803282360908	0.31476356096276215	0.10080400062613135	0.31655994407662075	0.10137929785551934
2013-05-24 10:07:09	11.0	8	5	0.27978360697039495	0.25200820590226997	0.2797891402869422	0.252012695107897	0.2815460997912834	0.25359523008202206
2013-05-24 10:07:10	12.0	8	4	0.27978360697039495	0.201606564721816	0.2797891402869422	0.20160943780318122	0.2817063694343255	0.20299094778654728
2013-05-24 10:07:11	13.0	17	10	0.5945401648120892	0.5040164118045399	0.5945651517505641	0.5040343689469315	0.5989801287808374	0.5077771045492739
2013-05-24 10:07:12	14.0	9	1	0.3147565578416943	0.050401641180454	0.31476356096276215	0.050401820746120096	0.31728136464533735	0.05080498650487223
2013-05-24 10:07:13	15.0	7	5	0.24481065609909555	0.25200820590226997	0.244814892534104	0.252012695107897	0.24691364981884942	0.25417315795487166
2013-05-24 10:07:14	16.0	9	4	0.3147565578416943	0.201606564721816	0.31476356096276215	0.20160943780318122	0.31764269122307565	0.20345355162426168
2013-05-24 10:07:15	17.0	6	2	0.20983770522779618	0.100803282360908	0.2098408177029651	0.10080400062613135	0.21188076779194295	0.10178395834978872
2013-05-24 10:07:16	18.0	4	2	0.13989180348519747	0.100803282360908	0.1398931868006553	0.10080400062613135	0.1413335549185242	0.10184189869662436
2013-05-24 10:07:17	19.0	5	2	0.17486475435649682	0.100803282360908	0.17486691579224295	0.10080400062613135	0.17676794799922904	0.10189987202590484
2013-05-24 10:07:18	20.0	7	3	0.24481065609909555	0.15120492354136197	0.244814892534104	0.15120653964387218	0.24761722627859725	0.15293736240569847
2013-05-24 10:07:19	21.0	11	4	0.384702459584293	0.201606564721816	0.38471292108847716	0.20160943780318122	0.38933813593479355	0.20403328923568956
