//Heading
System ID:	ABSS07021
User name:	karols1
Run number:	KIH11003

HalfTime:	20.3
Tube length:	
Pump speed:	
DeadTimeSingles:	2.0E-6
DeadTimeCoincidents:	2.0E-6
DiscriminatorSingles:	115
DiscriminatorCoincidents:	230
EffectivitySingles:	0.8090312936807411
EffectivityCoincidents:	0.561374808926122
//Data
Absolute time	Time after start [s]	Singles [cnt]	Coincidents [cnt]	Singles count rate [kBq/ml]	Coincidents count rate [kBq/ml]	Singles count rate DTC [kBq/ml]	Coincidents count rate DTC [kBq/ml]	Singles DTC&decay [kBq/ml]	Coincidents DTC&decay [kBq/ml]
2013-05-27 10:03:50	0.0	2	2	0.06994590174259874	0.100803282360908	0.06994624756975334	0.10080400062613135	0.06994624756975334	0.10080400062613135
2013-05-27 10:03:51	1.0	10	6	0.34972950871299363	0.30240984708272395	0.34973815456284624	0.30241631156185816	0.3499372424181976	0.3025884615377948
2013-05-27 10:03:52	2.0	5	2	0.17486475435649682	0.100803282360908	0.17486691579224295	0.10080400062613135	0.17506605785125887	0.10091879830613147
2013-05-27 10:03:53	3.0	7	3	0.24481065609909555	0.15120492354136197	0.244814892534104	0.15120653964387218	0.2452332119669468	0.1514649088682736
2013-05-27 10:03:54	4.0	10	7	0.34972950871299363	0.352811488263178	0.34973815456284624	0.35282028716890335	0.3505351862248987	0.35362434282087973
2013-05-27 10:03:55	5.0	7	7	0.24481065609909555	0.352811488263178	0.244814892534104	0.35282028716890335	0.24551248861884484	0.35382564288235074
2013-05-27 10:03:56	6.0	7	3	0.24481065609909555	0.15120492354136197	0.244814892534104	0.15120653964387218	0.24565224618942558	0.1517237195726287
2013-05-27 10:03:57	7.0	6	4	0.20983770522779618	0.201606564721816	0.2098408177029651	0.20160943780318122	0.21067840773175567	0.2024141718709499
2013-05-27 10:03:58	8.0	8	4	0.27978360697039495	0.201606564721816	0.2797891402869422	0.20160943780318122	0.2810658377426027	0.202529395797321
2013-05-27 10:03:59	9.0	6	5	0.20983770522779618	0.25200820590226997	0.2098408177029651	0.252012695107897	0.21091833265818224	0.2533067591077224
2013-05-27 10:04:00	10.0	5	5	0.17486475435649682	0.25200820590226997	0.17486691579224295	0.252012695107897	0.17586489654243181	0.2534509535536495
