,time,Method,blood,count,aif,backg,bpr,parentFraction,disp_fct,t_G,vol,delta,disp_aif
1,0.016666667,Continuous,0.010705,2,0.080553813,11.6,1.033599516,0.999999402,-7.146193368,0.016666667,0.083333333,1,-0.009393557
2,0.033333333,Continuous,-0.03466,0,-0.120910058,11.6,1.033515695,0.999997079,-2.81881131,0.033333333,0.083333333,1,0
3,0.05,Continuous,-0.18411,2,0.080659461,11.6,1.033431874,0.999992611,0.574113302,0.05,0.083333333,1,0.117078314
4,0.066666667,Continuous,-0.01715,0,-0.154698107,11.6,1.033348053,0.999985726,1.078717201,0.066666667,0.083333333,1,0
5,0.083333333,Continuous,0.17808,0,-0.053842982,11.6,1.033264232,0.999976211,-0.430705301,0.083333333,0.083333333,1,0
6,0.1,Continuous,0.025045,0,-0.121225047,11.6,1.033180411,0.999963891,5.074865243,0.1,0.083333333,1,0
7,0.116666667,Continuous,-0.200685,3,0.114564018,11.6,1.03309659,0.999948613,0.382689289,0.116666667,0.083333333,1,0.264146141
8,0.133333333,Continuous,0.268655,0,-0.121380784,11.6,1.033012769,0.999930243,-0.069233776,0.133333333,0.083333333,1,0
9,0.15,Continuous,0.05435,0,-0.0539814,11.6,1.032928948,0.999908659,2.342226311,0.15,0.083333333,1,0
10,0.166666667,Continuous,-0.262315,3,0.114783209,11.6,1.032845127,0.999883749,0.070907115,0.166666667,0.083333333,1,1.428337659
11,0.183333333,Continuous,0.178655,0,-0.054049692,11.6,1.032761306,0.999855412,-0.430998293,0.183333333,0.083333333,1,0
12,0.2,Continuous,0.251705,0,-0.121688073,11.6,1.032677485,0.999823553,0.506545361,0.2,0.083333333,1,0
13,0.216666667,Continuous,-0.264245,3,0.114999283,11.6,1.032593664,0.999788081,-0.261499745,0.216666667,0.083333333,1,-0.388030802
14,0.233333333,Continuous,0.16301,1,0.047381996,11.6,1.032509843,0.999748914,-0.652720692,0.233333333,0.083333333,1,-0.051851095
15,0.25,Continuous,0.266715,0,-0.155779609,11.6,1.032426022,0.999705972,0.698498397,0.25,0.083333333,1,0
16,0.266666667,Continuous,-0.204495,5,0.182983668,11.6,1.032342201,0.999659181,-0.195114795,0.266666667,0.083333333,1,-0.868357127
17,0.283333333,Continuous,0.28345,0,0.013562591,11.6,1.03225838,0.999608468,-0.065620039,0.283333333,0.083333333,1,0
18,0.3,Continuous,-0.037905,0,-0.054283145,11.6,1.032174559,0.999553765,-5.695818494,0.3,0.083333333,1,0
19,0.316666667,Continuous,0.191465,6,0.217262908,11.6,1.032090738,0.999495008,-0.55728201,0.316666667,0.083333333,1,-0.365495339
20,0.333333333,Continuous,0.28072,0,-0.156250803,11.6,1.032006917,0.999432134,1.083642063,0.333333333,0.083333333,1,0
21,0.35,Continuous,-0.02421,9,0.319484119,11.6,1.031923096,0.999365083,-0.44196613,0.35,0.083333333,1,-0.692109713
22,0.366666667,Continuous,0.3267,0,-0.020404588,11.6,1.031839275,0.999293797,0.572390572,0.366666667,0.083333333,1,0
23,0.383333333,Continuous,0.03595,5,0.183748427,11.6,1.031755454,0.999218221,4.386648122,0.383333333,0.083333333,1,0.038785293
24,0.4,Continuous,1.13244,4,0.149807637,11.6,1.031671633,0.999138302,0.08742185,0.4,0.083333333,1,1.557834353
25,0.416666667,Continuous,4.60656,2,0.081760213,11.6,1.031587812,0.999053987,0.174859331,0.416666667,0.083333333,1,0.389647555
26,0.433333333,Continuous,10.928825,26,0.899875152,11.6,1.031503991,0.998965228,0.254299982,0.433333333,0.083333333,1,3.485020631
27,0.45,Continuous,23.254195,93,3.185450181,11.6,1.03142017,0.998871975,0.288120057,0.45,0.083333333,1,11.00863314
28,0.466666667,Continuous,39.350315,226,7.725809518,11.6,1.031336349,0.998774182,0.374179978,0.466666667,0.083333333,1,20.61082945
29,0.483333333,Continuous,56.30731,498,17.01716637,11.6,1.031252528,0.998671803,0.447123118,0.483333333,0.083333333,1,38.0286957
30,0.5,Continuous,71.00087,852,29.12006061,11.6,1.031168707,0.998564795,0.537744115,0.5,0.083333333,1,54.12685128
31,0.516666667,Continuous,90.91973,1292,44.17569297,11.6,1.031084886,0.998453115,0.555937639,0.516666667,0.083333333,1,79.43700439
32,0.533333333,Continuous,110.807045,1710,58.49512113,11.6,1.031001065,0.998336722,0.615636849,0.533333333,0.083333333,1,94.9934065
33,0.55,Continuous,123.00872,2307,78.95475844,11.6,1.030917244,0.998215576,0.680631422,0.55,0.083333333,1,115.9821145
34,0.566666667,Continuous,136.43898,2830,96.90241749,11.6,1.030833423,0.998089638,0.722405723,0.566666667,0.083333333,1,134.1195402
35,0.583333333,Continuous,141.55312,3330,114.0807752,11.6,1.030749602,0.997958869,0.797906821,0.583333333,0.083333333,1,142.9578879
