,time,Method,blood,count,aif,backg,bpr,parentFraction,disp_fct,t_G,vol,delta,disp_aif
1,0.016666667,Continuous,0.29093,0,-0.168113054,9.6,1.155616753,0.999999594,0.238201629,0.016666667,0.083333333,1,0
2,0.033333333,Continuous,-0.0917,0,0.012016201,9.6,1.15550068,0.999998022,-1.06434024,0.033333333,0.083333333,1,0
3,0.05,Continuous,-0.1482,1,0.042085106,9.6,1.155384606,0.999995002,0.294871795,0.05,0.083333333,1,0.101945287
4,0.066666667,Continuous,0.014315,0,-0.108291746,9.6,1.155268533,0.999990353,-1.075794621,0.066666667,0.083333333,1,0
5,0.083333333,Continuous,-0.0154,0,-0.078263256,9.6,1.15515246,0.999983932,1,0.083333333,0.083333333,1,0
6,0.1,Continuous,0.07233,0,-0.078315694,9.6,1.155036386,0.999975624,-0.212913037,0.1,0.083333333,1,0
7,0.116666667,Continuous,-0.03112,0,-0.078368013,9.6,1.154920313,0.999965325,-1.323907455,0.116666667,0.083333333,1,0
8,0.133333333,Continuous,0.174625,0,-0.01809697,9.6,1.154804239,0.999952947,-0.250823193,0.133333333,0.083333333,1,0
9,0.15,Continuous,0.495185,0,-0.1086539,9.6,1.154688166,0.999938407,0.312408494,0.15,0.083333333,1,0
10,0.166666667,Continuous,-0.02249,3,0.102685463,9.6,1.154572092,0.999921634,-10.66696309,0.166666667,0.083333333,1,-0.008493966
11,0.183333333,Continuous,-0.04937,6,0.19341772,9.6,1.154456019,0.999902557,-0.261292283,0.183333333,0.083333333,1,-0.69397041
12,0.2,Continuous,0.245935,0,-0.048386196,9.6,1.154339945,0.999881113,0.514363551,0.2,0.083333333,1,0
13,0.216666667,Continuous,0.2149,2,0.072626799,9.6,1.154223872,0.999857244,0.589111215,0.216666667,0.083333333,1,0.102734986
14,0.233333333,Continuous,0.111185,2,0.072674155,9.6,1.154107798,0.999830893,1.650402482,0.233333333,0.083333333,1,0.036695168
15,0.25,Continuous,0.09719,4,0.133322491,9.6,1.153991725,0.999802007,1.011420928,0.25,0.083333333,1,0.119833653
16,0.266666667,Continuous,-0.00557,1,0.042448236,9.6,1.153875652,0.999770536,-27.88150808,0.266666667,0.083333333,1,-0.001087465
17,0.283333333,Continuous,-0.09229,3,0.103154996,9.6,1.153759578,0.999736433,-0.139776791,0.283333333,0.083333333,1,-0.651174731
18,0.3,Continuous,0.24823,0,-0.048574675,9.6,1.153643505,0.999699652,0.16718366,0.3,0.083333333,1,0
19,0.316666667,Continuous,0.054325,0,-0.018227142,9.6,1.153527431,0.999660149,2.862402209,0.316666667,0.083333333,1,0
20,0.333333333,Continuous,0.12889,3,0.103352845,9.6,1.153411358,0.999617882,0.100861199,0.333333333,0.083333333,1,0.904150326
21,0.35,Continuous,0.231485,0,-0.048667438,9.6,1.153295284,0.999572812,0.796163898,0.35,0.083333333,1,0
22,0.366666667,Continuous,0.09748,4,0.133919843,9.6,1.153179211,0.9995249,1.012515388,0.366666667,0.083333333,1,0.120240456
23,0.383333333,Continuous,0.349105,1,0.042637604,9.6,1.153063137,0.999474108,0.446570516,0.383333333,0.083333333,1,0.068198483
24,0.4,Continuous,0.28782,3,0.103613159,9.6,1.152947064,0.9994204,0.840108401,0.4,0.083333333,1,0.108823309
25,0.416666667,Continuous,0.09487,6,0.19515781,9.6,1.152830991,0.999363742,2.248339833,0.416666667,0.083333333,1,0.081375797
26,0.433333333,Continuous,0.76228,5,0.1647663,9.6,1.152714917,0.999304099,0.204911581,0.433333333,0.083333333,1,0.74452302
27,0.45,Continuous,0.81559,3,0.10380563,9.6,1.152598844,0.99924144,0.718375654,0.45,0.083333333,1,0.127500427
28,0.466666667,Continuous,0.070995,18,0.562115875,9.6,1.15248277,0.999175733,6.239876048,0.466666667,0.083333333,1,0.088126104
29,0.483333333,Continuous,0.372175,13,0.40961658,9.6,1.152366697,0.999106946,0.805535031,0.483333333,0.083333333,1,0.493323325
30,0.5,Continuous,0.416755,8,0.256930326,9.6,1.152250623,0.999035051,1.064174395,0.5,0.083333333,1,0.229939331
31,0.516666667,Continuous,0.34249,13,0.410112371,9.6,1.15213455,0.998960017,0.960320009,0.516666667,0.083333333,1,0.414310029
32,0.533333333,Continuous,0.46169,9,0.28786346,9.6,1.152018476,0.998881817,0.899521324,0.533333333,0.083333333,1,0.306400686
33,0.55,Continuous,0.40162,12,0.379961507,9.6,1.151902403,0.998800424,0.962850456,0.55,0.083333333,1,0.38189179
34,0.566666667,Continuous,1.115595,11,0.349526894,9.6,1.15178633,0.998715811,0.372626267,0.566666667,0.083333333,1,0.905096669
35,0.583333333,Continuous,0.677065,12,0.380411687,9.6,1.151670256,0.998627951,1.251873897,0.583333333,0.083333333,1,0.294071427
