,time,Method,blood,count,aif,backg,bpr,parentFraction,disp_fct,t_G,vol,delta,disp_aif
1,0.016666667,Continuous,0.02983,0,-0.444265014,14.05,0.78478618,0.99999996,-2.923231646,0.016666667,0.083333333,1,0
2,0.033333333,Continuous,0.20357,0,-0.400290079,14.05,0.784787193,0.999999724,-0.151299307,0.033333333,0.083333333,1,0
3,0.05,Continuous,0.201005,0,-0.312007773,14.05,0.784788205,0.99999915,0.408945051,0.05,0.083333333,1,0
4,0.066666667,Continuous,0.12627,0,-0.135059763,14.05,0.784789217,0.999998111,0.651777936,0.066666667,0.083333333,1,0
5,0.083333333,Continuous,0.140315,0,-0.135137406,14.05,0.78479023,0.99999649,0.78822649,0.083333333,0.083333333,1,0
6,0.1,Continuous,0.19864,0,-0.090882213,14.05,0.784791242,0.999994178,0.556786146,0.1,0.083333333,1,0
7,0.116666667,Continuous,0.09529,0,-0.090934324,14.05,0.784792254,0.999991069,1.756742575,0.116666667,0.083333333,1,0
8,0.133333333,Continuous,0.169075,0,-0.00221918,14.05,0.784793267,0.999987063,0.487357682,0.133333333,0.083333333,1,0
9,0.15,Continuous,0.09544,0,-0.135447347,14.05,0.784794279,0.999982061,2.052598491,0.15,0.083333333,1,0
10,0.166666667,Continuous,0.25742,1,0.042212582,14.05,0.784795291,0.999975968,0.210550851,0.166666667,0.083333333,1,0.211038317
11,0.183333333,Continuous,0.29981,0,-0.180061339,14.05,0.784796304,0.999968691,0.938260899,0.183333333,0.083333333,1,0
12,0.2,Continuous,0.210815,4,0.17571512,14.05,0.784797316,0.999960139,0.66124327,0.2,0.083333333,1,0.269098182
13,0.216666667,Continuous,0.563435,0,-0.046735547,14.05,0.784798328,0.999950224,0.499791458,0.216666667,0.083333333,1,0
14,0.233333333,Continuous,0.89816,4,0.175914033,14.05,0.78479934,0.999938857,0.408724503,0.233333333,0.083333333,1,0.435845641
15,0.25,Continuous,0.421875,7,0.309694069,14.05,0.784800353,0.999925954,1.545007407,0.25,0.083333333,1,0.201890349
16,0.266666667,Continuous,0.12904,17,0.755721498,14.05,0.784801365,0.99991143,2.40700558,0.266666667,0.083333333,1,0.314893647
17,0.283333333,Continuous,0.41224,5,0.220821076,14.05,0.784802377,0.999895202,1.029982534,0.283333333,0.083333333,1,0.216558616
18,0.3,Continuous,0.382775,9,0.399485327,14.05,0.78480339,0.999877188,0.886682777,0.3,0.083333333,1,0.453056154
19,0.316666667,Continuous,0.471375,6,0.265727454,14.05,0.784804402,0.999857307,0.901829753,0.316666667,0.083333333,1,0.297129759
20,0.333333333,Continuous,0.14626,9,0.399929383,14.05,0.784805414,0.99983548,2.713660604,0.333333333,0.083333333,1,0.148199677
21,0.35,Continuous,-0.11646,8,0.355440854,14.05,0.784806427,0.999811627,-2.183582346,0.35,0.083333333,1,-0.163802538
22,0.366666667,Continuous,0.53795,3,0.131965757,14.05,0.784807439,0.999785672,0.207640115,0.366666667,0.083333333,1,0.646322436
23,0.383333333,Continuous,0.829615,0,-0.091755303,14.05,0.784808451,0.999757536,0.58255938,0.383333333,0.083333333,1,0
24,0.4,Continuous,1.090855,11,0.490375235,14.05,0.784809464,0.999727145,0.417104015,0.4,0.083333333,1,1.181034884
25,0.416666667,Continuous,3.643685,10,0.445834399,14.05,0.784810476,0.999694422,0.242721311,0.416666667,0.083333333,1,1.846046278
26,0.433333333,Continuous,9.1791,25,1.118551746,14.05,0.784811488,0.999659293,0.258598338,0.433333333,0.083333333,1,4.334108808
27,0.45,Continuous,15.17526,77,3.451660823,14.05,0.784812501,0.999621684,0.379262036,0.45,0.083333333,1,9.10690576
28,0.466666667,Continuous,25.39491,195,8.749345727,14.05,0.784813513,0.999581523,0.37574065,0.466666667,0.083333333,1,23.29157017
29,0.483333333,Continuous,41.05501,327,14.68132957,14.05,0.784814525,0.999538736,0.419062132,0.483333333,0.083333333,1,35.03913539
30,0.5,Continuous,53.61657,594,26.6848317,14.05,0.784815538,0.999493252,0.511056563,0.5,0.083333333,1,52.21942149
31,0.516666667,Continuous,71.50125,949,42.65669885,14.05,0.78481655,0.999445,0.523165679,0.516666667,0.083333333,1,81.54003243
32,0.533333333,Continuous,89.72611,1297,58.33043873,14.05,0.784817562,0.999393909,0.586508208,0.533333333,0.083333333,1,99.45758078
33,0.55,Continuous,107.320165,1826,82.16516319,14.05,0.784818575,0.999339909,0.61733226,0.55,0.083333333,1,133.1007926
34,0.566666667,Continuous,119.336285,2299,103.50323,14.05,0.784819587,0.999282932,0.69984079,0.566666667,0.083333333,1,147.8986114
35,0.583333333,Continuous,117.847035,2898,130.5387577,14.05,0.784820599,0.999222907,0.805543389,0.583333333,0.083333333,1,162.0533564
36,0.6,Continuous,121.89021,3293,148.4077492,14.05,0.784821612,0.999159767,0.836679993,0.6,0.083333333,1,177.3796481
37,0.616666667,Continuous,128.938895,3536,159.4406392,14.05,0.784822624,0.999093445,0.853498085,0.616666667,0.083333333,1,186.8110738
38,0.633333333,Continuous,116.111735,3814,172.0631866,14.05,0.784823636,0.999023873,1.005686462,0.633333333,0.083333333,1,171.092531
39,0.65,Continuous,116.14004,4045,182.5764401,14.05,0.784824649,0.998950984,0.962560371,0.65,0.083333333,1,189.6802553
40,0.666666667,Continuous,119.016235,3870,174.7648421,14.05,0.784825661,0.998874712,0.99121603,0.666666667,0.083333333,1,176.3158532
41,0.683333333,Continuous,99.589385,4082,184.4301976,14.05,0.784826673,0.998794992,1.149314257,0.683333333,0.083333333,1,160.4717383
42,0.7,Continuous,94.295055,3958,178.9158267,14.05,0.784827686,0.998711759,1.137328994,0.7,0.083333333,1,157.3142758
43,0.716666667,Continuous,98.611845,3706,167.6063845,14.05,0.784828698,0.998624947,1.052384731,0.716666667,0.083333333,1,159.2655621
44,0.733333333,Continuous,92.34312,3584,162.1675305,14.05,0.78482971,0.998534494,1.113167933,0.733333333,0.083333333,1,145.6831338
45,0.75,Continuous,88.807585,3548,160.615996,14.05,0.784830723,0.998440335,1.089073642,0.75,0.083333333,1,147.4815416
46,0.766666667,Continuous,94.19386,3336,151.0909796,14.05,0.784831735,0.998342406,1.016309343,0.766666667,0.083333333,1,148.6685577
47,0.783333333,Continuous,96.72762,3300,149.5313976,14.05,0.784832747,0.998240646,0.986359429,0.783333333,0.083333333,1,151.6015957
48,0.8,Continuous,94.044565,3287,149.0124176,14.05,0.784833759,0.998134992,1.025870022,0.8,0.083333333,1,145.2568854
49,0.816666667,Continuous,97.07394,3322,150.6693997,14.05,0.784834772,0.998025383,0.970224347,0.816666667,0.083333333,1,155.2956984
50,0.833333333,Continuous,103.48604,3241,147.0635847,14.05,0.784835784,0.997911756,0.943144602,0.833333333,0.083333333,1,155.9313951
51,0.85,Continuous,106.308215,3357,152.3971198,14.05,0.784836796,0.997794051,0.93202863,0.85,0.083333333,1,163.5136355
52,0.866666667,Continuous,108.384655,3406,154.6918442,14.05,0.784837809,0.997672209,0.947934927,0.866666667,0.083333333,1,163.1906481
53,0.883333333,Continuous,109.636735,3530,160.3958512,14.05,0.784838821,0.997546167,0.947706077,0.883333333,0.083333333,1,169.2488073
54,0.9,Continuous,105.135685,3568,162.1947915,14.05,0.784839833,0.997415869,1.015975689,0.9,0.083333333,1,159.6466
55,0.916666667,Continuous,102.494255,3666,166.7233244,14.05,0.784840846,0.997281253,1.012340643,0.916666667,0.083333333,1,164.6931786
56,0.933333333,Continuous,103.623495,3559,161.9278229,14.05,0.784841858,0.997142262,1.01341303,0.933333333,0.083333333,1,159.7868718
57,0.95,Continuous,94.430845,3600,163.864126,14.05,0.78484287,0.996998838,1.093572762,0.95,0.083333333,1,149.8449921
58,0.966666667,Continuous,93.546915,3538,161.1109169,14.05,0.784843883,0.996850922,1.055612577,0.966666667,0.083333333,1,152.6253071
59,0.983333333,Continuous,92.757335,3381,154.0266593,14.05,0.784844895,0.996698458,1.061407165,0.983333333,0.083333333,1,145.1176723
60,1,Continuous,85.481285,3369,153.544253,14.05,0.784845907,0.996541389,1.111108706,1,0.083333333,1,138.1921777
61,1.016666667,Continuous,75.686275,3248,148.0908225,14.05,0.78484692,0.996379659,1.205040148,1.016666667,0.083333333,1,122.8947455
62,1.033333333,Continuous,69.830655,3117,142.1760316,14.05,0.784847932,0.996213211,1.199322848,1.033333333,0.083333333,1,118.5488233
63,1.05,Continuous,71.226665,2860,130.506049,14.05,0.784848944,0.99604199,1.120649128,1.05,0.083333333,1,116.4577988
64,1.066666667,Continuous,73.028195,2724,124.3497348,14.05,0.784849957,0.995865941,1.053535556,1.066666667,0.083333333,1,118.0330523
65,1.083333333,Continuous,71.43405,2624,119.8319632,14.05,0.784850969,0.99568501,1.069070002,1.083333333,0.083333333,1,112.0920486
66,1.1,Continuous,62.29505,2603,118.9192509,14.05,0.784851981,0.995499143,1.181005553,1.1,0.083333333,1,100.6951533
